cv_cct,c_nombre,cv_tipo,c_tipo,cv_administrativa,c_administrativa,cv_estatus,c_estatus,cv_motivo,c_motivo,cv_motivon2,c_descripcnmotivo,inmueble_cv_inmueble,inmueble_cv_vialidad_principal,inmueble_c_vialidad_principal,inmueble_cv_vialidad_derecha,inmueble_c_vialidad_derecha,inmueble_cv_vialidad_izquierda,inmueble_c_vialidad_izquierda,inmueble_cv_vialidad_posterior,inmueble_c_vialidad_posterior,inmueble_n_extnum,inmueble_c_extalf,inmueble_n_intnum,inmueble_c_intalf,inmueble_cv_ent,inmueble_c_nom_ent,inmueble_cv_mun,inmueble_c_nom_mun,inmueble_cv_loc,inmueble_c_nom_loc,inmueble_cv_asen,inmueble_c_nom_asen,inmueble_cv_codigo_postal,inmueble_c_desc_ubicacion,latitud,longitud,sostenimiento_cv_control,sostenimiento_c_control,sostenimiento_cv_subcontrol,sostenimiento_c_subcontrol,sostenimiento_cv_dependencian1,sostenimiento_c_dependencian1,sostenimiento_cv_dependencian2,sostenimiento_c_dependencian2,sostenimiento_cv_dependencian3,sostenimiento_c_dependencian3,sostenimiento_cv_dependencian4,sostenimiento_c_dependencian4,sostenimiento_cv_dependencian5,sostenimiento_cv_servicio,sostenimiento_c_servicio,depoperativa_cv_dependencian1,depoperativa_c_dependencian1,depoperativa_cv_dependencian2,depoperativa_c_dependencian2,depoperativa_cv_dependencian3,depoperativa_c_dependencian3,depoperativa_cv_dependencian4,depoperativa_c_dependencian4,depoperativa_cv_dependencian5,contacto_c_curp,contacto_c_rfc,contacto_c_nombre,contacto_c_apellido1,contacto_c_apellido2,contacto_c_email,contacto_c_telefono,contacto_c_celular,contacto_c_extension,contacto_c_pweb,serreg_cv_cct,jefsec_cv_cct,supervision_cv_cct,institucion,c_tuno_01,c_tuno_2,c_tuno_3,tiponivelsub_cv_servicion1,tiponivelsub_c_servicion1,tiponivelsub_cv_servicion2,tiponivelsub_c_servicion2,tiponivelsub_cv_servicion3,tiponivelsub_c_servicion3,caracteristca_cv_caracterizan1,caracteristca_c_caracterizan1,caracteristca_cv_caracterizan2,caracteristca_c_caracterizan2,fn_inmueble_c_extalf,fn_inmueble_c_intalf,fn_sostenimiento_cv_servicio
01BBS0041U,BIBLIOTECA DEL INSTITUTO ESCADIA,7,BIBLIOTECA,1,AGUASCALIENTES,1,ACTIVO,0,,0,,01INM03889,131885,AVENIDA AGUASCALIENTES NORTE,488074,BOULEVARD A ZACATECAS,758851,AVENIDA INDEPENDENCIA,1067066,CALLE CANAL INTERCEPTOR,1698,,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,290.0,AGROPECUARIO,20135,,21.916208,-102.299684,2.0,PRIVADO,1.0,PRIVADO,1.0,INICIATIVA PRIVADA,1.0,ASOCIACIÓN CIVIL,0.0,,0.0,,0.0,B10,BIBLIOTECA CENTRAL DE INSTITUCION DE EDUCACION SUPERIOR,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,,WWW.ESCADIA.MX,,,,,DISCONTINUO,,,,,,,,,,,,,,,
01PBH0007K,PREPARATORIA PROF. HUMBERTO OLIVARES SANTANA,9,ESCUELA,1,AGUASCALIENTES,0,INACTIVO,3,CAUSAS ADMINISTRATIVAS,5,OTRA ESPECIFIQUE,01INM920A4,1267291,CALLE HEROICO COLEGIO MILITAR,1301614,NINGUNO NINGUNO,1335937,NINGUNO NINGUNO,1370260,NINGUNO NINGUNO,0,SN,0,,1,AGUASCALIENTES,6,PABELLÓN DE ARTEAGA,1,PABELLÓN DE ARTEAGA,23.0,NINGUNO,20660,,92.292052,0.0,2.0,PRIVADO,1.0,PRIVADO,1.0,INICIATIVA PRIVADA,1.0,ASOCIACIÓN CIVIL,0.0,,0.0,,0.0,9999,SERVICIO EDUCATIVO,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,,,TESTADO,TESTADO,TESTADO,,,,,,,,,,VESPERTINO,,,3.0,MEDIA SUPERIOR,1.0,MEDIA SUPERIOR,1.0,BACHILLERATO GENERAL,0.0,NO APLICA,0.0,NO APLICA,,,9999.0
01PBH0035G,ATENEO ALFONSO REYES A. C.,9,ESCUELA,1,AGUASCALIENTES,0,INACTIVO,3,CAUSAS ADMINISTRATIVAS,5,OTRA ESPECIFIQUE,01INM03940,182935,CALLE CRISTIBAL COLON,528289,CALLE ARIAS BERNAL,759244,CALLE AZTECA,854478,NINGUNO NINGUNO,421,,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,268.0,NINGUNO,0,,0.911243,102.297222,2.0,PRIVADO,1.0,PRIVADO,1.0,INICIATIVA PRIVADA,1.0,ASOCIACIÓN CIVIL,0.0,,0.0,,0.0,9999,SERVICIO EDUCATIVO,1,UNIVERSIDADES AUTÓNOMAS,0,,0,,0,,0,,,TESTADO,TESTADO,TESTADO,,TESTADO,,,,,,,,MATUTINO,,,3.0,MEDIA SUPERIOR,1.0,MEDIA SUPERIOR,1.0,BACHILLERATO GENERAL,0.0,NO APLICA,0.0,NO APLICA,,,9999.0
01ADG0114Q,UNIDAD DE CONTRALORIA INTERNA,6,ADMINISTRATIVO,1,AGUASCALIENTES,0,INACTIVO,3,CAUSAS ADMINISTRATIVAS,5,OTRA ESPECIFIQUE,01INM91E86,1266752,AVENIDA TECNOLOGICO,1301075,AVENIDA OJOCALIENTE,1335398,NINGUNO NINGUNO,1369721,AVENIDA AGUASCALIENTES ORIENTE,601,,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,135.0,OJOCALIENTE I,20190,,21.871209,-102.252712,1.0,PÚBLICO,5.0,FEDERAL TRANSFERIDO,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,0.0,,0.0,,0.0,A10,CONDUCCION Y COORDINACION GENERAL,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,,,TESTADO,TESTADO,TESTADO,,TESTADO,,,,,,,,DISCONTINUO,,,,,,,,,,,,,,,
01AIZ0017Y,INSPECCION DE PRIMARIAS NUM. 17,1,SUPERVISION DE ZONA DE EDUCACION,1,AGUASCALIENTES,0,INACTIVO,3,CAUSAS ADMINISTRATIVAS,5,OTRA ESPECIFIQUE,01INM03ADC,182566,AVENIDA DE LA CONVENCION,321441,NINGUNO NINGUNO,587905,NINGUNO NINGUNO,854742,NINGUNO NINGUNO,0,SN,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,865.0,LOMAS DEL SUR,20280,,21.521139,-102.175002,1.0,PÚBLICO,5.0,FEDERAL TRANSFERIDO,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,0.0,,0.0,,0.0,A33,SUPERVISAR QUE LOS ESTABLECIMIENTOS EDUCATIVOS CUMPLAN CON PLANES Y PROGRAMAS,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,,,TESTADO,TESTADO,TESTADO,,TESTADO,,,,,,,,DISCONTINUO,,,,,,,,,,,,,,,
01ETV0078H,ETV NUM. 75 FEDERICO GARCIA LORCA,9,ESCUELA,1,AGUASCALIENTES,0,INACTIVO,3,CAUSAS ADMINISTRATIVAS,5,OTRA ESPECIFIQUE,01INM03FF8,55304,NINGUNO NINGUNO,322209,NINGUNO NINGUNO,588786,NINGUNO NINGUNO,855844,NINGUNO NINGUNO,0,DOMICILIO CONOCIDO,0,,1,AGUASCALIENTES,4,COSÍO,38,ZACATEQUILLAS,1.0,NINGUNO,20470,,0.935127,102.310556,1.0,PÚBLICO,2.0,ESTATAL,1.0,GOBIERNO DEL ESTADO,1.0,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0.0,,0.0,,0.0,9999,SERVICIO EDUCATIVO,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,,,TESTADO,TESTADO,TESTADO,,,,,,,,,,MATUTINO,,,2.0,BÁSICA,3.0,SECUNDARIA,3.0,TELESECUNDARIA,0.0,NO APLICA,0.0,NO APLICA,,,9999.0
01BBE0152W,BIBLIOTECA DEL INSTITUTO NIELS BOHR,7,BIBLIOTECA,1,AGUASCALIENTES,1,ACTIVO,0,,0,,01INM92114,1267403,CALLE DECRETO 30 DE ENERO DE 1992,1301726,CALLE LUIS TORRES GAYTAN,1336049,CALLE FRANCISCO GUEL ESPARZA,1370372,CALLE URUGUAY,201,C,0,,1,AGUASCALIENTES,11,SAN FRANCISCO DE LOS ROMO,1,SAN FRANCISCO DE LOS ROMO,24.0,SAN JOSE DE BUENAVISTA,20303,,22.073751,-102.271971,2.0,PRIVADO,1.0,PRIVADO,1.0,INICIATIVA PRIVADA,0.0,,0.0,,0.0,,0.0,B03,BIBLIOTECA ESCOLAR DE NIVEL MEDIO SUPERIOR (BACHILLERATO),1,INICIATIVA PRIVADA,0,,0,,0,,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,TESTADO,,,,,,,MATUTINO,,,,,,,,,,,,,,,
01ADG0019M,SISTEMA DE ASESORÍA Y ACOMPAÑAMIENTO A LA ESCUELA ASIENTOS,3,SERVICIO REGIONAL,1,AGUASCALIENTES,1,ACTIVO,0,,0,,01INM03E57,183631,CALLE CARRETERA VILLA JUAREZ - LORETO,855474,NINGUNO NINGUNO,321946,NINGUNO NINGUNO,588503,NINGUNO NINGUNO,0,SN,0,,1,AGUASCALIENTES,2,ASIENTOS,59,VILLA JUÁREZ,17.0,NINGUNO,20710,,22.103063,-102.061881,1.0,PÚBLICO,5.0,FEDERAL TRANSFERIDO,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,0.0,,0.0,,0.0,A10,CONDUCCION Y COORDINACION GENERAL,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,,,,,,,DISCONTINUO,,,,,,,,,,,,,,,
01DJN0052L,ESTEBAN AVILA,9,ESCUELA,1,AGUASCALIENTES,0,INACTIVO,3,CAUSAS ADMINISTRATIVAS,5,OTRA ESPECIFIQUE,01INM92046,1267197,CALLE EUSTAQUIO SERNA,1301520,NINGUNO NINGUNO,1335843,NINGUNO NINGUNO,1370166,NINGUNO NINGUNO,0,SN,0,,1,AGUASCALIENTES,3,CALVILLO,69,PRESA DE LOS SERNA,1.0,NINGUNO,20805,,90.859954,0.0,1.0,PÚBLICO,5.0,FEDERAL TRANSFERIDO,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,0.0,,0.0,,0.0,9999,SERVICIO EDUCATIVO,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,,,TESTADO,TESTADO,TESTADO,,,,,,01ADG0020B,,01FZP0016D,,MATUTINO,,,2.0,BÁSICA,1.0,PREESCOLAR,1.0,GENERAL,0.0,NO APLICA,0.0,NO APLICA,,,9999.0
01DJN0537O,PREESCOLAR RURAL,9,ESCUELA,1,AGUASCALIENTES,0,INACTIVO,3,CAUSAS ADMINISTRATIVAS,5,OTRA ESPECIFIQUE,01INM043AA,55666,NINGUNO NINGUNO,322707,NINGUNO NINGUNO,589342,NINGUNO NINGUNO,856631,NINGUNO NINGUNO,0,DOMICILIO CONOCIDO,0,,1,AGUASCALIENTES,10,EL LLANO,42,LA LUZ,1.0,NINGUNO,20330,,0.91662,101.996111,1.0,PÚBLICO,5.0,FEDERAL TRANSFERIDO,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,0.0,,0.0,,0.0,9999,SERVICIO EDUCATIVO,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,,,TESTADO,TESTADO,TESTADO,,,,,,01ADG0014R,,01FZP0008V,,MATUTINO,,,2.0,BÁSICA,1.0,PREESCOLAR,1.0,GENERAL,0.0,NO APLICA,0.0,NO APLICA,,,9999.0
01ETV0141T,ETV NUM. 146 NIÑO ARTILLERO,9,ESCUELA,1,AGUASCALIENTES,0,INACTIVO,3,CAUSAS ADMINISTRATIVAS,5,OTRA ESPECIFIQUE,01INM04452,55762,NINGUNO NINGUNO,322821,NINGUNO NINGUNO,589465,NINGUNO NINGUNO,856940,NINGUNO NINGUNO,0,DOMICILIO CONOCIDO,0,,1,AGUASCALIENTES,11,SAN FRANCISCO DE LOS ROMO,11,MACARIO J. GÓMEZ [COLONIA],1.0,NINGUNO,20320,,0.915856,102.251389,1.0,PÚBLICO,2.0,ESTATAL,1.0,GOBIERNO DEL ESTADO,1.0,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0.0,,0.0,,0.0,9999,SERVICIO EDUCATIVO,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,,,TESTADO,TESTADO,TESTADO,,,,,,,,,,MATUTINO,,,2.0,BÁSICA,3.0,SECUNDARIA,3.0,TELESECUNDARIA,0.0,NO APLICA,0.0,NO APLICA,,,9999.0
01ADG0012T,SISTEMA DE ASESORÍA Y ACOMPAÑAMIENTO A LA ESCUELA OJOCALIENTE,3,SERVICIO REGIONAL,1,AGUASCALIENTES,1,ACTIVO,0,,0,,01INM03700,182911,CALLE CIENEGUILLA,321152,NINGUNO NINGUNO,758898,CALLE POTRERILLO,1067022,CALLE LAS NORIAS,0,SN,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,136.0,OJOCALIENTE I,20196,,21.872778,-102.25106,1.0,PÚBLICO,5.0,FEDERAL TRANSFERIDO,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,0.0,,0.0,,0.0,A10,CONDUCCION Y COORDINACION GENERAL,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,,,,,,,DISCONTINUO,,,,,,,,,,,,,,,
01KJN0268U,PREESCOLAR COMUNITARIO,9,ESCUELA,1,AGUASCALIENTES,0,INACTIVO,3,CAUSAS ADMINISTRATIVAS,5,OTRA ESPECIFIQUE,01INM03D31,54951,NINGUNO NINGUNO,321763,NINGUNO NINGUNO,588257,NINGUNO NINGUNO,855189,NINGUNO NINGUNO,0,DOMICILIO CONOCIDO,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,1190,SANTA MARÍA,1.0,NINGUNO,20329,,0.908866,102.320833,1.0,PÚBLICO,1.0,FEDERAL,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,6.0,ORGANISMOS DESCENTRALIZADOS DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA,9.0,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,0.0,9999,SERVICIO EDUCATIVO,1,PRESIDENCIA DE LA REPÚBLICA,2,SECRETARÍA DE EDUCACIÓN PÚBLICA,6,ORGANISMOS DESCENTRALIZADOS DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA,9,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,0,,,TESTADO,TESTADO,TESTADO,,,,,,,,,,MATUTINO,,,2.0,BÁSICA,1.0,PREESCOLAR,2.0,COMUNITARIO,0.0,NO APLICA,0.0,NO APLICA,,,9999.0
01KPR0144B,CURSO COMUNITARIO,9,ESCUELA,1,AGUASCALIENTES,0,INACTIVO,3,CAUSAS ADMINISTRATIVAS,5,OTRA ESPECIFIQUE,01INM03CE6,54876,NINGUNO NINGUNO,321700,NINGUNO NINGUNO,588196,NINGUNO NINGUNO,855145,NINGUNO NINGUNO,0,DOMICILIO CONOCIDO,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,784,GRANJA ELSA,1.0,NINGUNO,20340,,0.907731,102.269722,1.0,PÚBLICO,1.0,FEDERAL,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,6.0,ORGANISMOS DESCENTRALIZADOS DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA,9.0,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,0.0,9999,SERVICIO EDUCATIVO,1,PRESIDENCIA DE LA REPÚBLICA,2,SECRETARÍA DE EDUCACIÓN PÚBLICA,6,ORGANISMOS DESCENTRALIZADOS DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA,9,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,0,,,TESTADO,TESTADO,TESTADO,,,,,,,,,,MATUTINO,,,2.0,BÁSICA,2.0,PRIMARIA,2.0,COMUNITARIO,0.0,NO APLICA,0.0,NO APLICA,,,9999.0
01KPR0154I,CURSO COMUNITARIO,9,ESCUELA,1,AGUASCALIENTES,0,INACTIVO,3,CAUSAS ADMINISTRATIVAS,5,OTRA ESPECIFIQUE,01INM03D25,54926,NINGUNO NINGUNO,321752,NINGUNO NINGUNO,588247,NINGUNO NINGUNO,855179,NINGUNO NINGUNO,0,DOMICILIO CONOCIDO,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,1118,SAN AGUSTÍN,1.0,NINGUNO,20218,,0.91088,102.339722,1.0,PÚBLICO,1.0,FEDERAL,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,6.0,ORGANISMOS DESCENTRALIZADOS DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA,9.0,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,0.0,9999,SERVICIO EDUCATIVO,1,PRESIDENCIA DE LA REPÚBLICA,2,SECRETARÍA DE EDUCACIÓN PÚBLICA,6,ORGANISMOS DESCENTRALIZADOS DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA,9,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,0,,,TESTADO,TESTADO,TESTADO,,,,,,,,,,MATUTINO,,,2.0,BÁSICA,2.0,PRIMARIA,2.0,COMUNITARIO,0.0,NO APLICA,0.0,NO APLICA,,,9999.0
01PBH0066Z,CENTRO EDUCATIVO ASUNCION,9,ESCUELA,1,AGUASCALIENTES,0,INACTIVO,3,CAUSAS ADMINISTRATIVAS,5,OTRA ESPECIFIQUE,01INM91EDD,1266839,CALLE JUAN DE MONTORO,1301162,CALLE ZARAGOZA,1335485,CALLE COSIO,1369808,NINGUNO NINGUNO,410,,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,242.0,ZONA CENTRO,20000,,91.124292,0.0,2.0,PRIVADO,1.0,PRIVADO,1.0,INICIATIVA PRIVADA,1.0,ASOCIACIÓN CIVIL,0.0,,0.0,,0.0,9999,SERVICIO EDUCATIVO,1,UNIVERSIDADES AUTÓNOMAS,0,,0,,0,,0,,,TESTADO,TESTADO,TESTADO,,TESTADO,,,,,,,,MATUTINO,,,3.0,MEDIA SUPERIOR,1.0,MEDIA SUPERIOR,1.0,BACHILLERATO GENERAL,0.0,NO APLICA,0.0,NO APLICA,,,9999.0
01KJN0254R,PREESCOLAR COMUNITARIO,9,ESCUELA,1,AGUASCALIENTES,0,INACTIVO,3,CAUSAS ADMINISTRATIVAS,5,OTRA ESPECIFIQUE,01INM03CFA,54891,NINGUNO NINGUNO,321717,NINGUNO NINGUNO,588210,NINGUNO NINGUNO,855253,NINGUNO NINGUNO,0,DOMICILIO CONOCIDO,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,952,LAURELES DEL SUR [FRACCIONAMIENTO],1.0,NINGUNO,20311,,0.909375,102.270556,1.0,PÚBLICO,1.0,FEDERAL,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,6.0,ORGANISMOS DESCENTRALIZADOS DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA,9.0,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,0.0,9999,SERVICIO EDUCATIVO,1,PRESIDENCIA DE LA REPÚBLICA,2,SECRETARÍA DE EDUCACIÓN PÚBLICA,6,ORGANISMOS DESCENTRALIZADOS DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA,9,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,0,,,TESTADO,TESTADO,TESTADO,,,,,,,,,,MATUTINO,,,2.0,BÁSICA,1.0,PREESCOLAR,2.0,COMUNITARIO,0.0,NO APLICA,0.0,NO APLICA,,,9999.0
01KPR0091N,CURSO COMUNITARIO,9,ESCUELA,1,AGUASCALIENTES,0,INACTIVO,3,CAUSAS ADMINISTRATIVAS,5,OTRA ESPECIFIQUE,01INM041AF,55456,NINGUNO NINGUNO,322414,NINGUNO NINGUNO,589014,NINGUNO NINGUNO,856187,NINGUNO NINGUNO,0,DOMICILIO CONOCIDO,0,,1,AGUASCALIENTES,6,PABELLÓN DE ARTEAGA,249,SAN AGUSTÍN DE LOS PUENTES,1.0,NINGUNO,20665,,0.921262,102.313889,1.0,PÚBLICO,1.0,FEDERAL,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,6.0,ORGANISMOS DESCENTRALIZADOS DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA,9.0,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,0.0,9999,SERVICIO EDUCATIVO,1,PRESIDENCIA DE LA REPÚBLICA,2,SECRETARÍA DE EDUCACIÓN PÚBLICA,6,ORGANISMOS DESCENTRALIZADOS DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA,9,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,0,,,TESTADO,TESTADO,TESTADO,,,,,,,,,,MATUTINO,,,2.0,BÁSICA,2.0,PRIMARIA,2.0,COMUNITARIO,0.0,NO APLICA,0.0,NO APLICA,,,9999.0
01PDI0097Q,INSTITUTO PATRIA A.C.,9,ESCUELA,1,AGUASCALIENTES,0,INACTIVO,3,CAUSAS ADMINISTRATIVAS,5,OTRA ESPECIFIQUE,01INM03A87,131987,CALLE DIEGO DE IBARRA,528155,AVENIDA CONVENCION,797713,CALLE JUAN DE TOLOSA,854686,NINGUNO NINGUNO,417,,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,848.0,JARDINES DE LA ASUNCION,20270,,0.911243,102.297222,2.0,PRIVADO,1.0,PRIVADO,1.0,INICIATIVA PRIVADA,1.0,ASOCIACIÓN CIVIL,0.0,,0.0,,0.0,9999,SERVICIO EDUCATIVO,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,,,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,,,01ADG0031H,,01FZP0999U,,MATUTINO,,,1.0,INICIAL,1.0,INICIAL,1.0,LACTANTE Y MATERNAL,0.0,NO APLICA,0.0,NO APLICA,,,9999.0
01PES0017U,SECUNDARIA ESTATAL POR COOPERACION,9,ESCUELA,1,AGUASCALIENTES,0,INACTIVO,3,CAUSAS ADMINISTRATIVAS,5,OTRA ESPECIFIQUE,01INM042DE,132527,CALLE INDEPENDENCIA,322576,NINGUNO NINGUNO,589196,NINGUNO NINGUNO,856449,NINGUNO NINGUNO,0,SN,0,,1,AGUASCALIENTES,9,TEPEZALÁ,1,TEPEZALÁ,12.0,NINGUNO,0,,0.926009,102.166944,2.0,PRIVADO,1.0,PRIVADO,1.0,INICIATIVA PRIVADA,1.0,ASOCIACIÓN CIVIL,0.0,,0.0,,0.0,9999,SERVICIO EDUCATIVO,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,,,TESTADO,TESTADO,TESTADO,,,,,,01ADG0028U,,01FIS0025S,,VESPERTINO,,,2.0,BÁSICA,3.0,SECUNDARIA,1.0,GENERAL,0.0,NO APLICA,0.0,NO APLICA,,,9999.0
01MMS0006Z,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 168,18,PLANTEL (MEDIA SUPERIOR),1,AGUASCALIENTES,1,ACTIVO,0,,0,,01INM039F7,183347,CALLE RIO RHIN,528638,CALLE RIO LERMA,797884,CALLE RIO COLORADO,1089183,CALLE RIO TAMESIS,0,SN,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,827.0,COLINAS DEL RIO,20010,,21.894981,-102.322852,1.0,PÚBLICO,1.0,FEDERAL,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,0.0,,0.0,,0.0,M03,EDUCACION MEDIA SUPERIOR (RECTORIA - ADMINISTRACION ESCOLAR),1,PRESIDENCIA DE LA REPÚBLICA,2,SECRETARÍA DE EDUCACIÓN PÚBLICA,2,SUBSECRETARÍA DE EDUCACIÓN MEDIA  SUPERIOR,4,DIRECCIÓN GENERAL DE EDUCACIÓN TECNOLÓGICA INDUSTRIAL Y DE SERVICIOS,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,,CBTIS168.EDU.MX,,,,,DISCONTINUO,,,,,,,,,,,,,,,
01BBE0143O,BIBLIOTECA DEL INSTITUTO ANITA BRENNER,7,BIBLIOTECA,1,AGUASCALIENTES,1,ACTIVO,0,,0,,01INM91EF9,1266867,CALLE EDUARDO J. CORREA,1301190,CALLE EMILIANO ZAPATA,1335513,CALLE ALLENDE,1369836,CALLE LIBERTAD,229,,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,242.0,ZONA CENTRO,20000,,21.886087,-102.293634,2.0,PRIVADO,1.0,PRIVADO,1.0,INICIATIVA PRIVADA,1.0,ASOCIACIÓN CIVIL,0.0,,0.0,,0.0,B06,BIBLIOTECA ESCOLAR DE NIVEL MEDIO BASICO Y MEDIO SUPERIOR,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,WWW.INSTITUTOBRENNER.EDU.MX,,,,,MATUTINO,,,,,,,,,,,,,,,
